observed_on_string,observed_on,latitude,longitude,positional_accuracy,geoprivacy,scientific_name
Mon Apr 29 2019 10:08:44 GMT-0400 (EDT),2019-04-29,39.9146333333,-86.0993805,5,,Lamium amplexicaule
2019/04/28 3:34 PM -0700,2019-04-28,38.6174656,-121.3115716,145,,Lamium amplexicaule
2019/04/28 3:34 PM -0700,2019-04-28,38.6174656,-121.3115716,145,,Lamium amplexicaule
2019/04/28 3:34 PM -0700,2019-04-28,38.6174656,-121.3115716,145,,Lamium amplexicaule
2019/04/29 3:56 PM -0700,2019-04-29,38.4917018,-122.0290617,206,,Lamium amplexicaule
2019/04/29 3:56 PM -0700,2019-04-29,38.4917018,-122.0290617,206,,Lamium amplexicaule
2019/04/29 5:09 PM CDT,2019-04-29,32.752783,-97.164329,168,,Lamium amplexicaule
Mon Apr 29 2019 12:24:11 GMT-0600 (MDT),2019-04-29,39.680375,-104.960455,10,,Lamium amplexicaule
Mon Apr 29 2019 07:42:17 GMT-0400 (EDT),2019-04-29,40.7014859654,-74.0137736779,10,,Lamium amplexicaule
Mon Apr 29 2019 07:42:45 GMT-0400 (EDT),2019-04-29,40.7015749813,-74.0138048586,10,,Lamium amplexicaule
Mon Apr 29 2019 18:54:07 GMT-0500 (CDT),2019-04-29,41.2616034598,-95.9721616656,5,,Lamium amplexicaule
Mon Apr 29 2019 19:03:38 GMT-0500 (CDT),2019-04-29,41.2832198013,-96.0010158644,10,,Lamium amplexicaule
Mon Apr 29 2019 20:00:40 GMT-0400 (EDT),2019-04-29,38.7910291599,-77.1319642012,30,,Lamium amplexicaule
2019-04-29 6:32:34 PM CDT,2019-04-29,41.1768554,-96.1484688,100,,Lamium amplexicaule
Mon Apr 29 2019 12:09:20 GMT-0400 (EDT),2019-04-29,40.6002037833,-74.0540944041,10,,Lamium amplexicaule
2019/04/28 10:19 AM EDT,2019-04-28,40.6110527778,-73.9243777778,5,,Lamium amplexicaule
2019/04/29 11:59 AM EDT,2019-04-29,40.5791219722,-74.0768429722,,,Lamium amplexicaule
2019/04/12 3:59 PM CDT,2019-04-12,36.2666216667,-97.2748266667,,,Lamium amplexicaule
2019/04/29 5:06 PM MDT,2019-04-29,40.6634476384,-111.9588875921,178,,Lamium amplexicaule
2019-04-27 11:11:21 AM EDT,2019-04-27,33.8709182739,-84.4526824951,,,Lamium amplexicaule
Wed May 01 2019 12:36:23 GMT-0500 (CDT),2019-05-01,41.3249196858,-94.0210726206,5,,Lamium amplexicaule
2019/05/01 7:50 AM EDT,2019-05-01,40.4898985496,-74.4285224695,180,,Lamium amplexicaule
2019/04/23 1:53 PM CDT,2019-04-23,39.4002027778,-92.8012472222,5,,Lamium amplexicaule
2019-05-01 4:21:50 PM EDT,2019-05-01,41.25285573,-85.20962543,6,,Lamium amplexicaule
Sun Apr 28 2019 17:14:01 GMT-0700 (PDT),2019-04-28,32.9105869728,-116.5733462759,5,,Lamium amplexicaule
Wed May 01 2019 17:24:26 GMT-0500 (CDT),2019-05-01,39.3438916667,-97.2616966667,165,,Lamium amplexicaule
Wed May 01 2019 17:24:27 GMT-0500 (CDT),2019-05-01,39.34388,-97.2611833333,5,,Lamium amplexicaule
Fri Apr 26 2019 19:52:10 GMT-0400 (EDT),2019-04-26,39.7818133333,-86.1252445,5,,Lamium amplexicaule
2019/04/28 9:07 AM CDT,2019-04-28,32.7637316667,-97.3771216667,,,Lamium amplexicaule
2019/04/30 12:30 PM EDT,2019-04-30,42.4054057241,-85.3999566108,15,,Lamium amplexicaule
Tue Mar 12 2019 20:22:40 GMT-0400 (EDT),2019-03-12,33.8905532192,-80.2020566835,42,obscured,Lamium amplexicaule
Wed May 01 2019 16:06:15 GMT-0500 (CDT),2019-05-01,37.7427486744,-97.2466523096,2654,,Lamium amplexicaule
Wed May 01 2019 15:50:50 GMT-0500 (CDT),2019-05-01,37.7296619772,-97.2593315056,16437,,Lamium amplexicaule
Thu May 02 2019 09:44:28 GMT-0500 (CDT),2019-05-02,41.2746243691,-95.8014590108,5,,Lamium amplexicaule
Mon Apr 29 2019 16:58:19 GMT-0400 (EDT),2019-04-29,42.8105783333,-70.865295,8,,Lamium amplexicaule
2019/04/23 1:53 PM CDT,2019-04-23,39.4002027778,-92.8012472222,5,,Lamium amplexicaule
2019-05-02 1:53:18 PM MDT,2019-05-02,39.78329203,-105.04522728,7,,Lamium amplexicaule
Wed May 01 2019 14:35:14 GMT-0600 (MDT),2019-05-01,42.86002,-112.4336916667,12,,Lamium amplexicaule
Mon Apr 29 2019 11:39:39 GMT-0700 (PDT),2019-04-29,33.0102120526,-116.5594520142,5,,Lamium amplexicaule
2019/04/28 1:03 PM CDT,2019-04-28,32.7869138889,-96.5840833333,,,Lamium amplexicaule
2019/02/25 5:16 PM CST,2019-02-25,30.2391666667,-97.8813555556,5,,Lamium amplexicaule
2019-04-27 2:20:40 PM PDT,2019-04-27,34.0375480652,-118.0606918335,,,Lamium amplexicaule
Fri May 03 2019 14:41:16 GMT-0500 (CDT),2019-05-03,36.1892616667,-86.652405,6,,Lamium amplexicaule
2019/04/26 11:37 AM CDT,2019-04-26,32.8034316667,-97.3637616667,,,Lamium amplexicaule
Sun May 05 2019 16:54:41 GMT-0500 (CDT),2019-05-05,38.0962968758,-97.8786170763,5,,Lamium amplexicaule
2019/04/29 1:11 PM MDT,2019-04-29,40.7457556085,-111.9273742358,2,,Lamium amplexicaule
Sun May 05 2019 17:11:36 GMT-0500 (CDT),2019-05-05,39.2461586172,-97.1660787268,1,,Lamium amplexicaule
Sun May 05 2019 17:53:08 GMT-0500 (CDT),2019-05-05,39.3749926386,-97.1352606217,65,,Lamium amplexicaule
2019/04/27 9:53 AM CDT,2019-04-27,32.970391211,-97.027308178,125,,Lamium amplexicaule
2019-05-05 7:09:29 PM CDT,2019-05-05,41.52752974,-88.15044487,5,,Lamium amplexicaule
2019/05/01 1:28 PM EDT,2019-05-01,40.5980061421,-74.533976517,31,,Lamium amplexicaule
2019/05/05 7:03 PM CDT,2019-05-05,39.0928449,-95.8142885,30393,,Lamium amplexicaule
2019/05/05 2:54 PM CDT,2019-05-05,41.5050194444,-87.9608611111,3,,Lamium amplexicaule
2019-05-06 1:45:08 PM MDT,2019-05-06,42.85627163,-112.41262325,3,,Lamium amplexicaule
2019-05-03 8:28:59 AM CDT,2019-05-03,43.0536710581,-96.176052466,44,,Lamium amplexicaule
Tue May 07 2019 17:34:54 GMT-0400 (EDT),2019-05-07,39.5287036943,-85.7874607389,5,,Lamium amplexicaule
Tue May 07 2019 18:15:19 GMT-0500 (CDT),2019-05-07,38.77248,-90.51168,5,,Lamium amplexicaule
2019-05-07 6:07:11 PM MDT,2019-05-07,45.81329384,-108.48641647,8,,Lamium amplexicaule
Tue May 07 2019 11:49:01 GMT-0400 (EDT),2019-05-07,40.7903977996,-73.931382252,10,,Lamium amplexicaule
2019/05/04 10:24 AM PDT,2019-05-04,39.27976,-74.57169,10,,Lamium amplexicaule
Wed May 08 2019 17:12:06 GMT-0400 (EDT),2019-05-08,39.5464489031,-85.7815013718,65,,Lamium amplexicaule
Thu May 09 2019 11:48:20 GMT-0400 (EDT),2019-05-09,42.3130791551,-71.0335297111,12,,Lamium amplexicaule
Thu May 09 2019 11:22:25 GMT-0500 (CDT),2019-05-09,42.1591817402,-88.4403244593,5,,Lamium amplexicaule
Thu May 09 2019 11:55:23 GMT-0400 (EDT),2019-05-09,39.26355,-76.5827633333,7,,Lamium amplexicaule
2019-05-09 6:13:06 PM EDT,2019-05-09,39.7149911883,-75.2368565689,9,obscured,Lamium amplexicaule
Mon May 06 2019 15:55:08 GMT-0600 (MDT),2019-05-06,38.9465386514,-104.752768837,5,,Lamium amplexicaule
Wed May 08 2019 11:48:39 GMT-0700 (PDT),2019-05-08,34.4761883333,-119.1969383333,5,,Lamium amplexicaule
Sat May 11 2019 11:58:38 GMT-0400 (EDT),2019-05-11,39.9940633333,-75.2267383333,65,,Lamium amplexicaule
2019-05-11 1:57:24 p.m. EDT,2019-05-11,43.43082885,-80.30950164,9,,Lamium amplexicaule
Thu Apr 25 2019 05:46:59 GMT-0700 (PDT),2019-04-25,40.5517007499,-91.3858397156,500,,Lamium amplexicaule
Tue May 14 2019 12:11:55 GMT-0700 (PDT),2019-05-14,47.886355117,-121.9493247104,19,,Lamium amplexicaule
2019-05-14 6:18:37 PM CDT,2019-05-14,40.11560293,-88.23721924,6,,Lamium amplexicaule
Thu May 16 2019 09:13:20 GMT-0700 (PDT),2019-05-16,33.6979858904,-117.4061966502,5,,Lamium amplexicaule
2019/05/16 3:48 PM EDT,2019-05-16,43.355395,-79.8797933333,,,Lamium amplexicaule
Thu May 16 2019 19:06:20 GMT-0500 (CDT),2019-05-16,35.4231916667,-86.8011783333,10,,Lamium amplexicaule
Thu May 16 2019 09:34:11 GMT-0400 (EDT),2019-05-16,42.8115116667,-70.86567,6,,Lamium amplexicaule
2019-05-17 1:20:06 PM CDT,2019-05-17,41.69293068,-87.74291249,8,,Lamium amplexicaule
Fri May 17 2019 14:07:27 GMT-0400 (EDT),2019-05-17,40.5945238285,-74.060255522,65,,Lamium amplexicaule
Mon Apr 08 2019 07:55:21 GMT-0500 (CDT),2019-04-08,38.914975,-90.1372083333,22,,Lamium amplexicaule
Sat May 18 2019 14:34:02 GMT-0400 (EDT),2019-05-18,42.4509916667,-82.242395,6,,Lamium amplexicaule
Sun May 19 2019 10:16:06 GMT-0500 (CDT),2019-05-19,42.032235436,-88.0489172288,5,obscured,Lamium amplexicaule
Sun May 19 2019 14:54:10 GMT-0400 (EDT),2019-05-19,38.8447842328,-76.5082226136,5,,Lamium amplexicaule
Thu May 16 2019 09:14:52 GMT-0700 (PDT),2019-05-16,33.6979675086,-117.4062236408,16,,Lamium amplexicaule
2019/05/16 12:23 PM MST,2019-05-16,31.5866539722,-111.354667,,,Lamium amplexicaule
2019-05-20 2:41:39 PM CDT,2019-05-20,42.00783432,-87.67154672,4,,Lamium amplexicaule
Mon May 20 2019 14:32:58 GMT-0500 (CDT),2019-05-20,44.4631691428,-93.1500295815,19,,Lamium amplexicaule
2019/05/18 2:20 PM EDT,2019-05-18,43.3554966667,-79.8797966667,,,Lamium amplexicaule
Tue May 21 2019 14:38:19 GMT-0400 (EDT),2019-05-21,40.6233581202,-77.5694530272,5,,Lamium amplexicaule
2019-05-21 10:11:04 AM EDT,2019-05-21,41.1876453076,-81.7298604548,1407,,Lamium amplexicaule
2019/05/21 8:30 AM EDT,2019-05-21,42.0967,-82.4385833333,,,Lamium amplexicaule
Wed May 22 2019 10:41:11 GMT-0400 (EDT),2019-05-22,40.6021583333,-73.8114,5,,Lamium amplexicaule
Wed May 22 2019 12:02:47 GMT-0400 (EDT),2019-05-22,39.5137095591,-87.4587159232,5,,Lamium amplexicaule
Fri May 24 2019 10:35:42 GMT-0500 (CDT),2019-05-24,45.5428580235,-94.1527016993,8,,Lamium amplexicaule
Tue May 21 2019 09:33:41 GMT-0500 (CDT),2019-05-21,42.1203145199,-88.8011795563,10,,Lamium amplexicaule
2019-05-24 6:33:19 PM CDT,2019-05-24,43.0802889557,-96.1653249711,22,,Lamium amplexicaule
2019-05-25 7:03:25 PM EDT,2019-05-25,40.2135851877,-111.6307604313,5,,Lamium amplexicaule
Sun Jun 02 2019 07:58:16 GMT-0400 (EDT),2019-06-02,40.7538916667,-74.0077138833,10,,Lamium amplexicaule
Sun Mar 31 2019 09:25:18 GMT-0700 (PDT),2019-03-31,33.7514383333,-117.5710616667,5,,Lamium amplexicaule
Fri Jun 07 2019 15:16:11 GMT-0400 (EDT),2019-06-07,42.4255223712,-71.1541829725,5,,Lamium amplexicaule
2019-06-08 10:57:41 AM MDT,2019-06-08,40.7825884852,-111.93661772,6,,Lamium amplexicaule
2019/03/23 10:27 AM EDT,2019-03-23,36.5508658324,-87.9806524985,12631,,Lamium amplexicaule
Sat Jun 08 2019 11:36:50 GMT-0600 (MDT),2019-06-08,40.7826292349,-111.936618773,6,,Lamium amplexicaule
2019/02/25 2:40 PM EST,2019-02-25,35.4790388889,-78.2124944444,12,,Lamium amplexicaule
2019/02/25 2:41 PM EST,2019-02-25,35.4790166667,-78.2126305556,5,,Lamium amplexicaule
2019/05/31 9:28 AM MDT,2019-05-31,45.8772420153,-111.0813431021,15,,Lamium amplexicaule
2019/03/28 5:17 PM EDT,2019-03-28,34.7611829428,-98.9581736513,3906,,Lamium amplexicaule
Sun Jun 09 2019 17:46:44 GMT-0600 (MDT),2019-06-09,40.6779392087,-111.8901726504,5,obscured,Lamium amplexicaule
2019-06-10 10:10:31 AM MDT,2019-06-10,39.73481416,-104.83729881,7,,Lamium amplexicaule
2019/04/05 3:26 PM EDT,2019-04-05,38.2372955024,-85.7625660727,500,,Lamium amplexicaule
Thu Jun 13 2019 09:21:09 GMT-0400 (EDT),2019-06-13,43.8066706248,-79.4873659127,5,,Lamium amplexicaule
Fri Jun 14 2019 15:07:48 GMT-0400 (EDT),2019-06-14,42.4254934956,-71.1540199444,30,,Lamium amplexicaule
2019/03/23 1:02 PM MST,2019-03-23,33.8967395919,-111.4848089197,352,,Lamium amplexicaule
Sun Jun 16 2019 16:04:34 GMT-0500 (CDT),2019-06-16,42.3843497925,-87.9448456388,57,,Lamium amplexicaule
2019-06-17 2:57:31 PM CDT,2019-06-17,44.8860368992,-93.3100744744,,obscured,Lamium amplexicaule
Fri Mar 01 2019 11:39:28 GMT-0800 (PST),2019-03-01,32.7422216667,-117.2137666667,6,,Lamium amplexicaule
Tue Jun 18 2019 13:59:05 GMT-0400 (EDT),2019-06-18,39.952025,-75.2506116667,65,,Lamium amplexicaule
Wed Jun 19 2019 08:22:51 GMT-0600 (MDT),2019-06-19,42.9225166329,-112.4527513796,5,,Lamium amplexicaule
Thu Jun 20 2019 11:07:23 GMT-0500 (CDT),2019-06-20,41.6943528643,-87.573451521,5,,Lamium amplexicaule
2019/06/17 11:44 AM MDT,2019-06-17,45.8772440891,-111.0813336979,10,,Lamium amplexicaule
Sat Jun 22 2019 07:38:22 GMT-0400 (EDT),2019-06-22,42.3268332566,-71.2191107032,10,,Lamium amplexicaule
Sun Jun 23 2019 11:31:36 GMT-0400 (EDT),2019-06-23,43.0027861167,-85.9323583333,165,,Lamium amplexicaule
Fri May 24 2019 09:01:22 GMT-0600 (MDT),2019-05-24,53.4530899026,-113.4510270261,6,,Lamium amplexicaule
2019-04-17 6:30:00 PM EDT,2019-04-17,39.2029031242,-85.9174482152,16829,,Lamium amplexicaule
Fri Jul 05 2019 22:55:41 GMT-0500 (CDT),2019-07-05,34.6971570941,-87.6350300639,2389,,Lamium amplexicaule
2019-03-30 6:10:25 PM EDT,2019-03-30,38.98678603,-76.93630039,9,,Lamium amplexicaule
2019-07-11 2:22:49 p.m. CST,2019-07-11,51.0377772,-106.7356642,24,,Lamium amplexicaule
2019-05-25 6:53:15 PM MDT,2019-05-25,51.5654977691,-114.1021672636,88,,Lamium amplexicaule
Sun Mar 10 2019 19:45:51 GMT-0500 (CDT),2019-03-10,32.5692832463,-97.3600261684,80,,Lamium amplexicaule
2018-12-20 8:39:25 AM MST,2018-12-20,33.5673866272,-101.8692169189,,,Lamium amplexicaule
Mon Jul 29 2019 13:31:16 GMT-0600 (MDT),2019-07-29,46.0121786899,-112.5573381617,11,,Lamium amplexicaule
Fri Mar 08 2019 16:37:41 GMT-0600 (CST),2019-03-08,33.2174033333,-97.1540305,5,,Lamium amplexicaule
Mon Apr 08 2019 14:51:30 GMT-0400 (EDT),2019-04-08,35.8100890457,-78.7149993451,65,,Lamium amplexicaule
2019-03-15 14:53:58,2019-03-15,33.0193972222,-116.7941055556,,,Lamium amplexicaule
Tue Feb 26 2019 16:01:32 GMT-0800 (PST),2019-02-26,35.7440292836,-120.279247854,10,,Lamium amplexicaule
2019/05/05 10:44 AM EDT,2019-05-05,42.0408816667,-82.4999966667,,,Lamium amplexicaule
2019/04/05 11:26 AM MDT,2019-04-05,46.5334779633,-122.513930565,61,,Lamium amplexicaule
2019/04/19 8:58 AM PDT,2019-04-19,32.977365,-116.57918,,,Lamium amplexicaule
Sun Mar 24 2019 13:14:15 GMT-0500 (CDT),2019-03-24,33.0805636502,-96.7992190634,32,,Lamium amplexicaule
Fri Apr 12 2019 15:32:14 GMT-0700 (PDT),2019-04-12,38.7538227502,-120.9883125502,12941,,Lamium amplexicaule
Sat Apr 06 2019 01:43:09 GMT-0500 (CDT),2019-04-06,38.4035610749,-89.9945924764,61,,Lamium amplexicaule
2019-03-29 5:08:23 PM EDT,2019-03-29,31.2586080962,-81.4467482641,263,,Lamium amplexicaule
2019/03/23 11:53 AM HST,2019-03-23,36.4939777778,-121.1735222222,10,,Lamium amplexicaule
2019-02-15 5:17:12 PM EST,2019-02-15,34.35526934,-77.68498489,8,,Lamium amplexicaule
